,Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format
383,384,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,4.3,650175,9781442408920,1442408928,"Genres, Young Adult, LGBT, Contemporary, Fiction, Queer, Audiobook, Coming Of Age","Aristotle and Dante, #1",390,Hardcover
384,385,Things Fall Apart,Chinua Achebe,3.74,394480,Not found,B0DSZL6M5S,"Genres, Fiction, Classics, Historical Fiction, Africa, School, Literature, Nigeria","The African Trilogy, #1",215,Paperback
385,386,Dead Until Dark,Charlaine Harris,3.97,552584,9780441008537,0441008534,"Genres, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Fiction, Mystery","Sookie Stackhouse, #1",292,Mass Market Paperback
386,387,A Time to Kill,John Grisham,4.12,815809,Not found,B00DWWHQYQ,"Genres, Fiction, Thriller, Mystery, Crime, Suspense, Legal Thriller, Mystery Thriller","Jake Brigance, #1",738,Mass Market Paperback
387,388,Number the Stars,Lois Lowry,4.19,598509,9780440227533,0440227534,"Genres, Historical Fiction, Young Adult, Fiction, Classics, Middle Grade, Historical, Childrens",,137,Mass Market Paperback
388,389,Bridget Jones’s Diary,Helen Fielding,3.81,1005492,9780140280098,014028009X,"Genres, Fiction, Chick Lit, Romance, Contemporary, Humor, Comedy, Adult Fiction","Bridget Jones, #1",288,Hardcover
389,390,Ignite Me,Tahereh Mafi,4.45,591183,9780062085597,B07H56SK9J,"Genres, Fantasy, Dystopia, Romance, Young Adult, Enemies To Lovers, Science Fiction, Fiction","Shatter Me, #3",408,Kindle Edition
390,391,The Magician’s Nephew,C.S. Lewis,4.05,576678,9780060764906,0060764902,"Genres, Fantasy, Fiction, Young Adult, Childrens, Middle Grade, Christian, Adventure","Chronicles of Narnia, #6",221,Mass Market Paperback
391,392,The Art of Racing in the Rain,Garth Stein,4.23,539090,9781554681723,1554681723,"Genres, Fiction, Animals, Dogs, Audiobook, Adult Fiction, Book Club, Contemporary",,336,Hardcover
392,393,V for Vendetta,Alan Moore,4.26,317098,9781401207922,1401207928,"Genres, Graphic Novels, Comics, Fiction, Dystopia, Science Fiction, Graphic Novels Comics, Classics",,296,Hardcover
393,394,Eleanor & Park,Rainbow Rowell,3.93,1224357,9781250012579,1250012570,"Genres, Young Adult, Romance, Fiction, Contemporary, Realistic Fiction, Audiobook, Coming Of Age",,328,Hardcover
394,395,American Psycho,Bret Easton Ellis,3.81,340536,9780679735779,0679735771,"Genres, Fiction, Horror, Classics, Thriller, Crime, Contemporary, Novels",,399,Paperback
395,396,War and Peace,Leo Tolstoy,4.16,350300,9780192833983,0192833987,"Genres, Classics, Fiction, Historical Fiction, Russia, Russian Literature, Literature, War",,1392,Paperback
396,397,Franny and Zooey,J.D. Salinger,3.96,231732,9780316769020,0316769029,"Genres, Fiction, Short Stories, Literature, Classics, American, Novels, Literary Fiction",,201,Paperback
397,398,Beowulf,Unknown,3.49,332790,9780393320978,0393320979,"Genres, Poetry, Fiction, Fantasy, Classics, Mythology, School, Literature",,259,Paperback
398,399,White Fang,Jack London,4.03,198754,Not found,Not found,"Genres, Fiction, Classics, Adventure, Animals, Young Adult, Historical Fiction, Literature",,252,Paperback
399,400,Love You Forever,Robert Munsch,4.38,243360,9780920668375,0920668372,"Genres, Picture Books, Childrens, Fiction, Classics, Family, Love, Kids",,32,Paperback
400,401,The Witches,Roald Dahl,4.18,414489,9780590032490,0590032496,"Genres, Fantasy, Childrens, Fiction, Classics, Middle Grade, Young Adult, Witches",,208,Paperback
401,402,A Little Life,Hanya Yanagihara,4.3,805878,9780385539258,0385539258,"Genres, Fiction, Contemporary, Literary Fiction, LGBT, Queer, Mental Health, Novels",,720,Hardcover
402,403,Allegiant,Veronica Roth,3.6,1105978,9780007524273,0007524277,"Genres, Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure","Divergent, #3",531,Hardcover
403,404,A Short History of Nearly Everything,Bill Bryson,4.22,406241,9780767908184,076790818X,"Genres, Nonfiction, Science, History, Audiobook, Humor, Physics, Popular Science",,544,Paperback
404,405,Harry Potter Series Box Set,J.K. Rowling,4.73,297101,9780545044257,0545044251,"Genres, Fantasy, Young Adult, Fiction, Magic, Childrens, Adventure, Classics","Harry Potter, #1-7",4100,Hardcover
405,406,The Gunslinger,Stephen King,3.92,640743,9781501143519,1501143514,"Genres, Fantasy, Fiction, Horror, Science Fiction, Audiobook, Adventure, Science Fiction Fantasy","The Dark Tower, #1",231,Paperback
406,407,If I Stay,Gayle Forman,3.91,946043,9780525421030,0525421033,"Genres, Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Teen, Music","If I Stay, #1",208,Hardcover
407,408,The Power of One,Bryce Courtenay,4.35,91852,9780345410054,034541005X,"Genres, Fiction, Historical Fiction, Africa, Classics, South Africa, Coming Of Age, Historical","The Power of One, #1",544,Paperback
408,409,The Complete Novels,Jane Austen,4.57,33701,9780140259445,0140259449,"Genres, Classics, Fiction, Romance, Historical Fiction, Literature, Historical, Classic Literature",,1344,Paperback
409,410,Gulliver’s Travels,Jonathan Swift,3.59,289443,9780141439495,B06XVF5QFY,"Genres, Classics, Fiction, Fantasy, Adventure, Literature, Novels, 18th Century",,306,Paperback
410,411,The Eye of the World,Robert Jordan,4.19,561639,9780812511819,0812511816,"Genres, Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Science Fiction Fantasy, Adventure","The Wheel of Time, #1",800,Mass Market Paperback
411,412,The House of Hades,Rick Riordan,4.57,456454,9781423146728,1423146727,"Genres, Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology","The Heroes of Olympus, #4",597,Hardcover
412,413,Tuck Everlasting,Natalie Babbitt,3.9,285711,9780374480097,0374480095,"Genres, Fantasy, Classics, Young Adult, Fiction, Childrens, Middle Grade, School",,148,Paperback
413,414,It Ends with Us,Colleen Hoover,4.12,4233241,9781668021040,1668021048,"Genres, Fiction, Contemporary, Audiobook, New Adult, Contemporary Romance, Abuse, Chick Lit","It Ends with Us, #1",386,Kindle Edition
414,415,Fifty Shades Freed,E.L. James,3.83,892739,9780345803504,B00DNW19FC,"Genres, Romance, Erotica, Fiction, BDSM, Contemporary, Contemporary Romance, Chick Lit","Fifty Shades, #3",579,Paperback
415,416,"A Child Called ""It""",Dave Pelzer,4.13,450560,Not found,Not found,"Genres, Nonfiction, Memoir, Biography, Psychology, Autobiography, Abuse, Biography Memoir","Dave Pelzer, #1",184,Paperback
416,417,’Salem’s Lot,Stephen King,4.1,623014,9780450031069,0450031063,"Genres, Horror, Fiction, Vampires, Fantasy, Thriller, Paranormal, Audiobook",,483,Paperback
417,418,A Portrait of the Artist as a Young Man,James Joyce,3.64,158707,9780142437346,0142437344,"Genres, Classics, Fiction, Literature, Irish Literature, Ireland, Novels, 20th Century",,329,Paperback
418,419,Bel Canto,Ann Patchett,3.94,304604,Not found,Not found,"Genres, Fiction, Contemporary, Literary Fiction, Historical Fiction, Audiobook, Book Club, Music",,318,Paperback
419,420,11/22/63,Stephen King,4.34,593292,9781451627282,1451627289,"Genres, Fiction, Historical Fiction, Science Fiction, Time Travel, Horror, Fantasy, Thriller",,849,Hardcover
420,421,The Grapes of Wrath,John Steinbeck,4.02,954793,9780670016907,067001690X,"Genres, Classics, Fiction, Historical Fiction, Literature, Novels, School, American",,496,Hardcover
421,422,Heir of Fire,Sarah J. Maas,4.46,1277428,9781619630659,1619630656,"Genres, Young Adult, Romance, Fantasy, Fiction, Magic, Fae, Romantasy","Throne of Glass, #3",565,Hardcover
422,423,Inferno,Dante Alighieri,4.03,195592,9780812970067,B0BQJ59T18,"Genres, Classics, Poetry, Fiction, Literature, Religion, Fantasy, School",,490,Kindle Edition
423,424,القرآن الكريم,Anonymous,4.38,70632,Not found,B0DTR624WB,"Genres, Nonfiction, Classics, Philosophy, Religion, Spirituality, History, Theology",,604,Hardcover
424,425,Fourth Wing,Rebecca Yarros,4.58,2778289,9781649374042,1649374046,"Genres, Romantasy, Dragons, Fiction, Audiobook, Enemies To Lovers, Fantasy Romance, Magic","The Empyrean, #1",498,Hardcover
425,426,Tao Te Ching,Lao Tzu,4.29,172111,9780679724346,0679724346,"Genres, Philosophy, Nonfiction, Classics, Spirituality, Poetry, China, Self Help",,107,Paperback
426,427,Cold Mountain,Charles Frazier,3.89,246749,9780802142849,0802142842,"Genres, Historical Fiction, Fiction, Historical, Romance, Civil War, War, Classics",,449,Paperback
427,428,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,242797,9780553212280,0553212281,"Genres, Classics, Horror, Fiction, Short Stories, Poetry, Gothic, Mystery",,448,Mass Market Paperback
428,429,As I Lay Dying,William Faulkner,3.72,178267,Not found,Not found,"Genres, Classics, Fiction, Literature, Novels, American, School, Southern Gothic",,288,Paperback
429,430,Cloud Atlas,David Mitchell,4.01,258864,9780375507250,B00A2M3QD4,"Genres, Fiction, Science Fiction, Fantasy, Historical Fiction, Dystopia, Literary Fiction, Contemporary",,509,Paperback
430,431,Go Ask Alice,Beatrice Sparks,3.74,283714,9781416914631,1416914633,"Genres, Young Adult, Fiction, Classics, Contemporary, Mental Health, Banned Books, Realistic Fiction",,213,Paperback
431,432,The Hunchback of Notre-Dame,Victor Hugo,4.02,210004,9780451527882,0451527887,"Genres, Fiction, Classics, Historical Fiction, France, Literature, Gothic, French Literature",,510,Paperback
432,433,Eldest,Christopher Paolini,4.04,473102,9780375840401,0375840400,"Genres, Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy","The Inheritance Cycle, #2",704,Paperback
433,434,Mansfield Park,Jane Austen,3.86,366062,Not found,Not found,"Genres, Fiction, Classics, Historical Fiction, Literature, Audiobook, Historical, 19th Century",,488,Paperback
434,435,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,628127,9780451528957,0451528956,"Genres, Horror, Gothic, Mystery, Science Fiction, Fantasy, Audiobook, Literature",,139,Mass Market Paperback
435,436,The Martian Chronicles,Ray Bradbury,4.16,275316,9780553278224,B00LNVWRG0,"Genres, Science Fiction, Fiction, Classics, Short Stories, Fantasy, Science Fiction Fantasy, Audiobook",,182,Mass Market Paperback
436,437,Dark Lover,J.R. Ward,4.16,345527,9780451216953,0451216954,"Genres, Paranormal, Vampires, Paranormal Romance, Fantasy, Urban Fantasy, Fiction, Supernatural","Black Dagger Brotherhood, #1",393,Mass Market Paperback
437,438,Brisingr,Christopher Paolini,4.1,398804,9780375826726,0375826726,"Genres, Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy",The Inheritance Cycle #3,748,Hardcover
438,439,A Separate Peace,John Knowles,3.6,226971,Not found,Not found,"Genres, Classics, Fiction, Historical Fiction, School, Young Adult, Coming Of Age, High School",,208,Paperback
439,440,Steppenwolf,Hermann Hesse,4.13,201227,9780140282580,0140282580,"Genres, Fiction, Classics, Philosophy, German Literature, Literature, Novels, Germany",,256,Paperback
440,441,Beautiful Creatures,Kami Garcia,3.77,613053,9780316042673,0316042676,"Genres, Fantasy, Young Adult, Romance, Paranormal, Fiction, Magic, Supernatural","Caster Chronicles, #1",563,Hardcover
441,442,The BFG,Roald Dahl,4.23,507685,9780141311371,0141311371,"Genres, Fantasy, Childrens, Fiction, Middle Grade, Young Adult, Humor, Adventure",,199,Paperback
442,443,Obsidian,Jennifer L. Armentrout,4.13,290965,Not found,Not found,"Genres, Young Adult, Fantasy, Romance, Paranormal, Aliens, Science Fiction, Paranormal Romance","Lux, #1",335,Paperback
443,444,Robinson Crusoe,Daniel Defoe,3.68,320298,Not found,B0DSZQ4G7H,"Genres, Fiction, Classics, Adventure, Literature, Historical Fiction, Novels, 18th Century",,320,Hardcover
444,445,Red Queen,Victoria Aveyard,3.99,1105466,9780062310637,0062310631,"Genres, Young Adult, Dystopia, Romance, Fiction, Young Adult Fantasy, Audiobook, Magic","Red Queen, #1",388,Hardcover
445,446,Hidden Pictures,Jason Rekulak,4.16,447917,9781250819345,1250819342,"Genres, Horror, Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Paranormal",,372,Hardcover
446,447,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.92,1320116,9781594744761,1594744769,"Genres, Fantasy, Young Adult, Fiction, Paranormal, Mystery, Horror, Historical Fiction","Miss Peregrine's Peculiar Children, #1",352,Hardcover
447,448,Stargirl,Jerry Spinelli,3.77,332342,9780439488402,0439488400,"Genres, Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Middle Grade, Childrens","Stargirl, #1",186,Paperback
448,449,Room,Emma Donoghue,4.08,821134,Not found,B003YFIUW8,"Genres, Fiction, Contemporary, Thriller, Adult Fiction, Audiobook, Book Club, Crime",,321,Kindle Edition
449,450,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,207938,9780312282998,B007C4D1G2,"Genres, Fiction, Historical Fiction, Novels, Literary Fiction, Literature, Historical, Contemporary",,639,Paperback
450,451,Where the Crawdads Sing,Delia Owens,4.38,3376781,9780735219113,0735219117,"Genres, Fiction, Historical Fiction, Mystery, Audiobook, Romance, Contemporary, Historical",,384,ebook
451,452,The Remains of the Day,Kazuo Ishiguro,4.14,333031,Not found,Not found,"Genres, Fiction, Historical Fiction, Classics, Literary Fiction, Historical, Literature, Novels",,258,Paperback
452,453,The Amber Spyglass,Philip Pullman,4.1,372702,9780440238157,0440238153,"Genres, Fantasy, Young Adult, Fiction, Adventure, Audiobook, Science Fiction, Childrens","His Dark Materials, #3",465,Mass Market Paperback
453,454,City of Heavenly Fire,Cassandra Clare,4.38,403201,9781481426305,1481426303,"Genres, Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Vampires, Fiction","The Mortal Instruments, #6",725,Hardcover
454,455,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1031,9786007072714,6007072711,"Genres, Fiction",,204,ebook
455,456,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.16,193523,Not found,B0DSZLN57Y,"Genres, Fiction, Historical Fiction, Westerns, Classics, Horror, Literature, Novels",,351,Paperback
456,457,Circe,Madeline Miller,4.23,1217108,9780316556347,0316556343,"Genres, Fantasy, Fiction, Mythology, Historical Fiction, Greek Mythology, Audiobook, Retellings",,393,Hardcover
457,458,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.78,238678,9780060589462,0060589469,"Genres, Philosophy, Fiction, Classics, Spirituality, Travel, Psychology, Self Help","Phaedrus, #1",540,Mass Market Paperback
458,459,The Firm,Robin Waterfield,4.06,633429,9780582418271,0582418275,"Genres, Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Legal Thriller",,76,Paperback
459,460,The Plague,Albert Camus,4.02,291160,Not found,B0DSZTSVB9,"Genres, Fiction, Classics, Philosophy, France, Literature, French Literature, Novels",,308,Paperback
460,461,Doctor Zhivago,Boris Pasternak,4.01,99986,9780679774389,0679774386,"Genres, Fiction, Historical Fiction, Russia, Russian Literature, Classics, Romance, Literature",,592,Paperback
461,462,Dear John,Nicholas Sparks,4.04,610444,9780446528054,0446528056,"Genres, Romance, Fiction, Chick Lit, Contemporary, Contemporary Romance, Young Adult, Adult Fiction",,276,Hardcover
462,463,Coraline,Neil Gaiman,4.13,746739,9780061139376,0061139378,"Genres, Fantasy, Horror, Fiction, Young Adult, Middle Grade, Childrens, Audiobook",,176,Paperback
463,464,The English Patient,Michael Ondaatje,3.86,136025,9780771068713,0771068719,"Genres, Fiction, Historical Fiction, Classics, Romance, War, Historical, Canada",,320,Hardcover
464,465,Midnight’s Children,Salman Rushdie,3.98,129100,9780099578512,0099578514,"Genres, Fiction, Magical Realism, Classics, India, Historical Fiction, Fantasy, Literature",,647,Paperback
465,466,The Last Song,Nicholas Sparks,4.16,565019,9780446547567,B0046NN9AU,"Genres, Romance, Fiction, Young Adult, Contemporary, Chick Lit, Drama, Contemporary Romance",,390,Paperback
466,467,A Court of Mist and Fury,Sarah J. Maas,4.64,2742893,9781635575583,1635575583,"Genres, Fantasy, Romance, Romantasy, Young Adult, Fiction, New Adult, Fae","A Court of Thorns and Roses, #2",626,Paperback
467,468,All the Bright Places,Jennifer Niven,4.12,604253,9780385755887,0385755880,"Genres, Young Adult, Romance, Contemporary, Fiction, Mental Health, Realistic Fiction, Mental Illness",,388,Hardcover
468,469,Like Water for Chocolate,Laura Esquivel,3.95,382296,Not found,Not found,"Genres, Fiction, Magical Realism, Romance, Historical Fiction, Classics, Fantasy, Spanish Literature",,222,Paperback
469,470,Crescendo,Becca Fitzpatrick,3.98,332266,9781416989431,1416989439,"Genres, Young Adult, Fantasy, Romance, Angels, Paranormal, Paranormal Romance, Fiction","Hush, Hush, #2",427,Hardcover
470,471,Dragonfly in Amber,Diana Gabaldon,4.34,373140,Not found,B0DSY9RH6K,"Genres, Historical Fiction, Romance, Fantasy, Fiction, Time Travel, Historical, Historical Romance","Outlander, #2",947,Paperback
471,472,Crown of Midnight,Sarah J. Maas,4.36,1452603,9781619630628,1619630621,"Genres, Young Adult, Romance, Fiction, Magic, Romantasy, Young Adult Fantasy, High Fantasy","Throne of Glass, #2",420,Hardcover
472,473,Midnight in the Garden of Good and Evil,John Berendt,3.92,284397,9780679751526,0679751521,"Genres, Nonfiction, True Crime, Mystery, Crime, History, Classics, Audiobook",,386,Paperback
473,474,A Streetcar Named Desire,Tennessee Williams,3.98,327489,9780822210894,0822210894,"Genres, Plays, Classics, Fiction, Drama, School, Read For School, Literature",,107,Paperback
474,475,My Ántonia,Willa Cather,3.84,142916,9781583485095,1583485090,"Genres, Fiction, Historical Fiction, Classics, Literature, School, American, Historical",,219,Paperback
475,476,The One,Kiera Cass,4.14,741238,9780062059994,0062059998,"Genres, Romance, Young Adult, Dystopia, Fantasy, Fiction, Audiobook, Science Fiction","The Selection, #3",323,Hardcover
476,477,The Invisible Life of Addie LaRue,Victoria E. Schwab,4.18,1308636,9780765387561,0765387565,"Genres, Fantasy, Fiction, Romance, Historical Fiction, Historical, Magical Realism, LGBT",,448,Hardcover
477,478,Local Woman Missing,Mary Kubica,4.13,629481,9780778311669,077831166X,"Genres, Thriller, Mystery, Mystery Thriller, Audiobook, Fiction, Suspense, Crime",,356,Paperback
478,479,Breakfast of Champions,Kurt Vonnegut Jr.,4.06,271423,9780385334204,0385334206,"Genres, Fiction, Classics, Science Fiction, Humor, Literature, Novels, American",,303,Paperback
479,480,Breakfast at Tiffany’s and Three Stories,Truman Capote,3.84,282197,Not found,Not found,"Genres, Fiction, Short Stories, Classics, Romance, Audiobook, American, Literature",,142,Paperback
480,481,The Prince,Niccolò Machiavelli,3.84,362710,9780937832387,0937832383,"Genres, Philosophy, Nonfiction, Politics, History, Political Science, Literature, Italy",,144,Paperback
481,482,The Subtle Knife,Philip Pullman,4.15,448969,Not found,B00SSJYF8S,"Genres, Fantasy, Young Adult, Fiction, Audiobook, Childrens, Adventure, Science Fiction","His Dark Materials, #2",370,Kindle Edition
482,483,The Virgin Suicides,Jeffrey Eugenides,3.79,381025,9780747560593,0747560595,"Genres, Fiction, Young Adult, Literary Fiction, Coming Of Age, Mental Health, Contemporary, Novels",,250,Paperback
483,484,The Origin of Species,Charles Darwin,4.01,118809,Not found,Not found,"Genres, Science, Nonfiction, Classics, Biology, Evolution, History, Philosophy",,703,Hardcover
484,485,Daughter of Smoke & Bone,Laini Taylor,3.99,379088,9780316134026,0316134023,"Genres, Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Angels, Fiction","Daughter of Smoke & Bone, #1",418,Hardcover
485,486,A Fine Balance,Rohinton Mistry,4.38,154810,9781400030651,140003065X,"Genres, Fiction, Historical Fiction, India, Indian Literature, Literary Fiction, Historical, Asia",,603,Paperback
486,487,Hopeless,Colleen Hoover,4.23,640894,9781301949823,B08GWTKXCP,"Genres, Romance, New Adult, Young Adult, Contemporary, Fiction, Contemporary Romance, Abuse","Hopeless, #1",410,Kindle Edition
487,488,Queen of Shadows,Sarah J. Maas,4.62,1142321,9781619636040,1619636042,"Genres, Young Adult, Romance, Fiction, Fae, Magic, Romantasy, Young Adult Fantasy","Throne of Glass, #4",648,Hardcover
488,489,"Red, White & Royal Blue",Casey McQuiston,4.06,1140209,9781250316776,1250316774,"Genres, Romance, LGBT, Contemporary, Fiction, Queer, Young Adult, Enemies To Lovers",,448,Paperback
489,490,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,977692,9781400064168,1400064163,"Genres, Nonfiction, History, Biography, World War II, War, Historical, Audiobook",,475,Hardcover
490,491,Infinite Jest,David Foster Wallace,4.25,96922,Not found,Not found,"Genres, Fiction, Classics, Literature, Novels, Contemporary, Humor, Literary Fiction",,1088,Paperback
491,492,A Feast for Crows,George R.R. Martin,4.17,766454,9780553582024,B005JV4KFG,"Genres, Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Dragons","A Song of Ice and Fire, #4",1060,Mass Market Paperback
492,493,Death of a Salesman,Arthur Miller,3.58,248305,9780435233075,0435233076,"Genres, Classics, Plays, Fiction, Drama, School, Theatre, Literature",,144,Hardcover
493,494,Carrie,Stephen King,3.99,793640,9781416524304,1416524304,"Genres, Horror, Fiction, Thriller, Classics, Fantasy, Paranormal, Supernatural",,272,Mass Market Paperback
494,495,Flowers in the Attic,V.C. Andrews,3.85,227705,9780743496315,B000FCSIOS,"Genres, Fiction, Horror, Young Adult, Classics, Gothic, Mystery, Thriller","Dollanganger, #1",389,Paperback
495,496,Pippi Longstocking,Astrid Lindgren,4.15,205101,9780142402498,0142402494,"Genres, Classics, Childrens, Fiction, Middle Grade, Fantasy, Young Adult, Humor","Pippi Långstrump, #1",160,Mass Market Paperback
496,497,The Hate U Give,Angie Thomas,4.46,966573,9780062498533,0062498533,"Genres, Young Adult, Fiction, Contemporary, Audiobook, Realistic Fiction, Race, Social Justice","The Hate U Give, #1",454,Hardcover
497,498,Evermore,Alyson Noel,3.59,295741,9780312532758,031253275X,"Genres, Young Adult, Fantasy, Paranormal, Romance, Paranormal Romance, Fiction, Supernatural","The Immortals, #1",301,Paperback
498,499,We Were Liars,E. Lockhart,3.66,1236013,9780385741279,0385741278,"Genres, Young Adult, Mystery, Fiction, Contemporary, Romance, Thriller, Mystery Thriller",,242,Kindle Edition
499,500,The Scarlet Pimpernel,Emmuska Orczy,4.07,138835,9781576469231,1576469239,"Genres, Classics, Historical Fiction, Fiction, Adventure, Historical, Mystery, France",,182,Paperback
500,501,The Nightingale,Kristin Hannah,4.64,1743746,9780312577223,0312577222,"Genres, Historical Fiction, Fiction, Historical, Audiobook, World War II, War, Romance",,564,Hardcover
501,502,I Know Why the Caged Bird Sings,Maya Angelou,4.3,557511,9780553279375,B00P4JQBIC,"Genres, Nonfiction, Classics, Memoir, Biography, Autobiography, Poetry, Feminism","Maya Angelou's Autobiography, #1",289,Paperback
502,503,The Host,Stephenie Meyer,3.86,1032867,9780316068048,0316068047,"Genres, Fantasy, Young Adult, Science Fiction, Romance, Fiction, Dystopia, Paranormal","The Host, #1",619,Hardcover
503,504,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,,725687,9780609608449,0609608444,"Genres, Nonfiction, History, True Crime, Crime, Historical, Mystery, Audiobook",,464,Hardcover
504,505,Persuasion,Jane Austen,4.15,738884,9780192802637,0192802631,"Genres, Fiction, Classics, Historical Fiction, Audiobook, Historical, Literature, 19th Century",,249,Paperback
505,506,Jonathan Strange & Mr Norrell,Susanna Clarke,3.87,246040,Not found,Not found,"Genres, Fantasy, Fiction, Historical Fiction, Historical, Magic, Audiobook, Science Fiction Fantasy",,1006,Paperback
506,507,The Raven Boys,Maggie Stiefvater,4.05,388254,9780545424929,0545424925,"Genres, Fantasy, Young Adult, Paranormal, Romance, Fiction, Audiobook, Urban Fantasy","The Raven Cycle, #1",409,Hardcover
507,508,Snow Flower and the Secret Fan,Lisa See,4.09,380134,Not found,B000FCK71U,"Genres, Historical Fiction, Fiction, China, Historical, Book Club, Asian Literature, Adult Fiction",,288,Kindle Edition
508,509,Artemis Fowl,Eoin Colfer,3.86,555874,Not found,Not found,"Genres, Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Science Fiction, Adventure","Artemis Fowl, #1",396,Paperback
509,509,Sharp Objects,Gillian Flynn,4.01,1148397,9780297851530,0297851535,"Genres, Mystery, Thriller, Fiction, Mystery Thriller, Crime, Audiobook, Suspense",,254,Paperback
510,511,Anna and the French Kiss,Stephanie Perkins,3.96,460405,9780525423270,0525423273,"Genres, Romance, Young Adult, Contemporary, Fiction, Chick Lit, Realistic Fiction, Contemporary Romance","Anna and the French Kiss, #1",372,Hardcover
511,512,Northanger Abbey,Jane Austen,3.85,429190,9781593082642,1593082649,"Genres, Classics, Fiction, Gothic, Historical Fiction, Literature, Audiobook, Historical",,260,Paperback
